fighter_1,fighter_2,fighter_1_kd,fighter_2_kd,fighter_1_sig_str,fighter_2_sig_str,fighter_1_td,fighter_2_td,fighter_1_sub,fighter_2_sub,result,winner,weight_class,method,rounds,time,location
John Dodson,John Moraga,1,0,27,8,1,0,0,0,win,John Dodson,Flyweight,KO/TKO,2,5:00,"Albuquerque, New Mexico, USA"
Rafael Dos Anjos,Jason High,1,0,36,24,2,3,3,0,win,Rafael Dos Anjos,Lightweight,KO/TKO Punch,2,3:36,"Albuquerque, New Mexico, USA"
Piotr Hallmann,Yves Edwards,0,0,56,27,4,1,1,0,win,Piotr Hallmann,Lightweight,SUB Rear Naked Choke,3,2:31,"Albuquerque, New Mexico, USA"
Bryan Caraway,Erik Perez,0,0,7,10,2,1,2,0,win,Bryan Caraway,Bantamweight,SUB Rear Naked Choke,2,1:52,"Albuquerque, New Mexico, USA"
Sergio Pettis,Yaotzin Meza,0,0,54,43,0,1,0,0,win,Sergio Pettis,Bantamweight,U-DEC,3,5:00,"Albuquerque, New Mexico, USA"
Lance Benoist,Bobby Voelker,0,0,56,37,2,0,0,0,win,Lance Benoist,Welterweight,U-DEC,3,5:00,"Albuquerque, New Mexico, USA"
Scott Jorgensen,Danny Martinez,0,1,40,47,10,0,0,0,win,Scott Jorgensen,Flyweight,U-DEC,3,5:00,"Albuquerque, New Mexico, USA"
Jon Tuck,Jake Lindsey,0,0,46,49,3,0,0,0,win,Jon Tuck,Lightweight,KO/TKO Kick,3,2:47,"Albuquerque, New Mexico, USA"
Patrick Cummins,Roger Narvaez,0,0,32,3,3,0,1,0,win,Patrick Cummins,Light Heavyweight,KO/TKO Punches,2,2:28,"Albuquerque, New Mexico, USA"
Stipe Miocic,Fabio Maldonado,1,0,8,2,0,0,0,0,win,Stipe Miocic,Heavyweight,KO/TKO Punch,1,0:35,"Sao Paulo, Brazil"
Antonio Carlos Junior,Vitor Miranda,0,0,19,21,5,0,1,0,win,Antonio Carlos Junior,Heavyweight,U-DEC,3,5:00,"Sao Paulo, Brazil"
Warlley Alves,Marcio Alexandre Junior,1,0,19,8,2,0,1,0,win,Warlley Alves,Middleweight,SUB Guillotine Choke,3,0:25,"Sao Paulo, Brazil"
Demian Maia,Alexander Yakovlev,1,0,29,22,2,1,0,0,win,Demian Maia,Welterweight,U-DEC,3,5:00,"Sao Paulo, Brazil"
Robert Peralta,Rony Jason,0,0,51,30,1,2,0,1,win,Robert Peralta,Featherweight,S-DEC,3,5:00,"Sao Paulo, Brazil"
Rashid Magomedov,Rodrigo Damm,1,0,63,37,0,0,0,0,win,Rashid Magomedov,Lightweight,U-DEC,3,5:00,"Sao Paulo, Brazil"
Elias Silverio,Ernest Chavez,0,0,65,54,1,0,1,0,win,Elias Silverio,Lightweight,SUB Rear Naked Choke,3,4:21,"Sao Paulo, Brazil"
Gasan Umalatov,Paulo Thiago,0,0,24,42,1,1,0,0,win,Gasan Umalatov,Welterweight,U-DEC,3,5:00,"Sao Paulo, Brazil"
Edimilson Souza,Mark Eddiva,0,0,79,54,0,0,0,0,win,Edimilson Souza,Featherweight,KO/TKO Punches,2,4:52,"Sao Paulo, Brazil"
Ricardo Abreu,Wagner Silva,2,0,33,17,0,0,1,0,win,Ricardo Abreu,Middleweight,SUB Rear Naked Choke,2,1:06,"Sao Paulo, Brazil"
Marcos Rogerio de Lima,Richardson Moreira,1,0,7,3,0,0,0,0,win,Marcos Rogerio de Lima,Heavyweight,KO/TKO Punch,1,0:20,"Sao Paulo, Brazil"
Pedro Munhoz,Matt Hobar,0,0,24,7,2,0,1,0,win,Pedro Munhoz,Bantamweight,KO/TKO Punches,1,2:47,"Sao Paulo, Brazil"
Gegard Mousasi,Mark Munoz,0,0,18,3,0,0,2,0,win,Gegard Mousasi,Middleweight,SUB Rear Naked Choke,1,3:57,"Berlin, Germany"
CB Dollaway,Francis Carmont,1,0,44,29,3,1,0,1,win,CB Dollaway,Middleweight,U-DEC,3,5:00,"Berlin, Germany"
Sean Strickland,Luke Barnatt,0,0,48,44,1,0,0,0,win,Sean Strickland,Middleweight,S-DEC,3,5:00,"Berlin, Germany"
Niklas Backstrom,Tom Niinimaki,0,0,5,7,0,2,2,0,win,Niklas Backstrom,Featherweight,SUB Rear Naked Choke,1,4:15,"Berlin, Germany"
Nick Hein,Drew Dober,0,0,50,49,2,0,0,0,win,Nick Hein,Lightweight,U-DEC,3,5:00,"Berlin, Germany"
Magnus Cedenblad,Krzysztof Jotko,0,0,17,15,3,0,1,0,win,Magnus Cedenblad,Middleweight,SUB Guillotine Choke,2,4:59,"Berlin, Germany"
Iuri Alcantara,Vaughan Lee,1,0,5,4,0,0,0,0,win,Iuri Alcantara,Bantamweight,KO/TKO Punch,1,0:25,"Berlin, Germany"
Peter Sobotta,Pawel Pawlak,0,0,47,21,3,0,0,0,win,Peter Sobotta,Welterweight,U-DEC,3,5:00,"Berlin, Germany"
Maximo Blanco,Andy Ogle,1,0,60,44,1,1,0,0,win,Maximo Blanco,Featherweight,U-DEC,3,5:00,"Berlin, Germany"
Ruslan Magomedov,Viktor Pesta,0,0,47,26,0,1,0,0,win,Ruslan Magomedov,Heavyweight,U-DEC,3,5:00,"Berlin, Germany"
TJ Dillashaw,Renan Barao,2,0,140,64,0,0,2,0,win,TJ Dillashaw,Bantamweight,KO/TKO Punches,5,2:26,"Las Vegas, Nevada, USA"
Daniel Cormier,Dan Henderson,0,0,50,6,3,0,2,0,win,Daniel Cormier,Light Heavyweight,SUB Rear Naked Choke,3,3:53,"Las Vegas, Nevada, USA"
Robbie Lawler,Jake Ellenberger,1,0,68,29,0,2,0,0,win,Robbie Lawler,Welterweight,KO/TKO Knee,3,3:06,"Las Vegas, Nevada, USA"
Takeya Mizugaki,Francisco Rivera,1,0,35,41,0,3,0,1,win,Takeya Mizugaki,Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
James Krause,Jamie Varner,0,0,22,7,0,1,0,0,win,James Krause,Lightweight,KO/TKO,1,5:00,"Las Vegas, Nevada, USA"
Michael Chiesa,Francisco Trinaldo,0,0,19,13,2,0,0,1,win,Michael Chiesa,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Tony Ferguson,Katsunori Kikuno,1,0,38,22,1,0,1,0,win,Tony Ferguson,Lightweight,KO/TKO Punch,1,4:06,"Las Vegas, Nevada, USA"
Chris Holdsworth,Chico Camus,0,0,26,25,4,0,2,0,win,Chris Holdsworth,Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Mitch Clarke,Al Iaquinta,0,0,8,13,0,1,1,2,win,Mitch Clarke,Lightweight,SUB D'Arce Choke,2,0:57,"Las Vegas, Nevada, USA"
Vinc Pichel,Anthony Njokuani,0,0,57,24,8,0,0,0,win,Vinc Pichel,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Sam Sicilia,Aaron Phillips,0,0,37,18,5,0,1,1,win,Sam Sicilia,Featherweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Li Jingliang,David Michaud,0,0,61,41,2,3,0,2,win,Li Jingliang,Welterweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA"
Matt Brown,Erick Silva,0,1,118,25,5,0,4,1,win,Matt Brown,Welterweight,KO/TKO Punches,3,2:11,"Cincinnati, Ohio, USA"
Constantinos Philippou,Lorenz Larkin,1,0,15,16,0,0,0,0,win,Constantinos Philippou,Middleweight,KO/TKO Punch,1,3:47,"Cincinnati, Ohio, USA"
Daron Cruickshank,Erik Koch,1,0,24,6,0,0,0,0,win,Daron Cruickshank,Lightweight,KO/TKO Kick,1,3:21,"Cincinnati, Ohio, USA"
Neil Magny,Tim Means,0,0,29,30,4,3,0,1,win,Neil Magny,Welterweight,U-DEC,3,5:00,"Cincinnati, Ohio, USA"
Soa Palelei,Ruan Potts,0,0,5,0,1,0,0,2,win,Soa Palelei,Heavyweight,KO/TKO Punch,1,2:20,"Cincinnati, Ohio, USA"
Chris Cariaso,Louis Smolka,0,0,64,42,2,1,4,0,win,Chris Cariaso,Flyweight,S-DEC,3,5:00,"Cincinnati, Ohio, USA"
Ed Herman,Rafael Natal,0,0,51,35,1,1,0,0,win,Ed Herman,Middleweight,U-DEC,3,5:00,"Cincinnati, Ohio, USA"
Kyoji Horiguchi,Darrell Montague,1,0,65,26,2,1,0,2,win,Kyoji Horiguchi,Flyweight,U-DEC,3,5:00,"Cincinnati, Ohio, USA"
Zak Cummings,Yan Cabral,0,0,28,23,3,1,1,2,win,Zak Cummings,Welterweight,U-DEC,3,5:00,"Cincinnati, Ohio, USA"
Johnny Eduardo,Eddie Wineland,1,0,11,6,0,0,0,0,win,Johnny Eduardo,Bantamweight,KO/TKO Punch,1,4:37,"Cincinnati, Ohio, USA"
Nik Lentz,Manvel Gamburyan,0,0,52,28,4,1,0,1,win,Nik Lentz,Featherweight,U-DEC,3,5:00,"Cincinnati, Ohio, USA"
Justin Salas,Ben Wall,1,0,20,4,0,0,0,0,win,Justin Salas,Lightweight,KO/TKO Punch,1,2:41,"Cincinnati, Ohio, USA"
Albert Tumenov,Anthony Lapsley,2,0,6,2,0,0,0,0,win,Albert Tumenov,Welterweight,KO/TKO Punch,1,3:56,"Cincinnati, Ohio, USA"
Jon Jones,Glover Teixeira,0,0,138,53,3,0,2,0,win,Jon Jones,Light Heavyweight,U-DEC,5,5:00,"Baltimore, Maryland, USA"
Anthony Johnson,Phil Davis,0,0,45,21,0,0,0,0,win,Anthony Johnson,Light Heavyweight,U-DEC,3,5:00,"Baltimore, Maryland, USA"
Luke Rockhold,Tim Boetsch,0,0,4,1,0,0,2,0,win,Luke Rockhold,Middleweight,SUB Kimura,1,2:08,"Baltimore, Maryland, USA"
Jim Miller,Yancy Medeiros,0,0,5,9,0,0,1,0,win,Jim Miller,Lightweight,SUB Guillotine Choke,1,3:18,"Baltimore, Maryland, USA"
Max Holloway,Andre Fili,0,0,47,44,0,3,2,0,win,Max Holloway,Featherweight,SUB Guillotine Choke,3,3:39,"Baltimore, Maryland, USA"
Joseph Benavidez,Tim Elliott,0,0,9,16,0,3,1,0,win,Joseph Benavidez,Flyweight,SUB Guillotine Choke,1,4:08,"Baltimore, Maryland, USA"
Takanori Gomi,Isaac Vallie-Flagg,0,0,130,107,0,1,0,0,win,Takanori Gomi,Lightweight,U-DEC,3,5:00,"Baltimore, Maryland, USA"
Bethe Correia,Jessamyn Duke,0,0,91,54,0,1,0,0,win,Bethe Correia,Women's Bantamweight,U-DEC,3,5:00,"Baltimore, Maryland, USA"
Danny Castillo,Charlie Brenneman,1,0,16,13,0,2,0,0,win,Danny Castillo,Lightweight,KO/TKO Punch,2,0:21,"Baltimore, Maryland, USA"
Chris Beal,Patrick Williams,1,0,19,14,0,2,0,0,win,Chris Beal,Bantamweight,KO/TKO Flying Knee,2,1:51,"Baltimore, Maryland, USA"
Fabricio Werdum,Travis Browne,0,0,121,60,2,0,0,0,win,Fabricio Werdum,Heavyweight,U-DEC,5,5:00,"Orlando, Florida, USA"
Miesha Tate,Liz Carmouche,0,0,27,18,1,5,2,0,win,Miesha Tate,Women's Bantamweight,U-DEC,3,5:00,"Orlando, Florida, USA"
Donald Cerrone,Edson Barboza,1,0,11,28,0,0,2,0,win,Donald Cerrone,Lightweight,SUB Rear Naked Choke,1,3:15,"Orlando, Florida, USA"
Yoel Romero,Brad Tavares,0,0,31,21,7,0,0,0,win,Yoel Romero,Middleweight,U-DEC,3,5:00,"Orlando, Florida, USA"
Khabib Nurmagomedov,Rafael Dos Anjos,0,0,36,20,6,0,0,0,win,Khabib Nurmagomedov,Lightweight,U-DEC,3,5:00,"Orlando, Florida, USA"
Thiago Alves,Seth Baczynski,0,0,116,90,0,0,0,0,win,Thiago Alves,Welterweight,U-DEC,3,5:00,"Orlando, Florida, USA"
Jorge Masvidal,Pat Healy,0,0,69,32,1,2,0,0,win,Jorge Masvidal,Lightweight,U-DEC,3,5:00,"Orlando, Florida, USA"
Alex White,Estevan Payan,1,0,20,10,0,0,0,0,win,Alex White,Featherweight,KO/TKO Punch,1,1:28,"Orlando, Florida, USA"
Caio Magalhaes,Luke Zachrich,1,0,16,3,0,0,0,0,win,Caio Magalhaes,Middleweight,KO/TKO Punch,1,0:44,"Orlando, Florida, USA"
Jordan Mein,Hernani Perpetuo,0,0,46,21,4,0,0,1,win,Jordan Mein,Welterweight,S-DEC,3,5:00,"Orlando, Florida, USA"
Dustin Ortiz,Ray Borg,0,0,46,12,2,5,0,2,win,Dustin Ortiz,Flyweight,S-DEC,3,5:00,"Orlando, Florida, USA"
Mirsad Bektic,Chas Skelly,0,0,27,19,2,0,0,0,win,Mirsad Bektic,Featherweight,M-DEC,3,5:00,"Orlando, Florida, USA"
Derrick Lewis,Jack May,0,0,22,5,1,1,0,0,win,Derrick Lewis,Heavyweight,KO/TKO Punches,1,4:23,"Orlando, Florida, USA"
Tim Kennedy,Michael Bisping,0,0,51,40,5,0,0,0,win,Tim Kennedy,Middleweight,U-DEC,5,5:00,"Quebec City, Quebec, Canada"
Patrick Cote,Kyle Noke,0,0,33,50,3,0,0,0,win,Patrick Cote,Welterweight,U-DEC,3,5:00,"Quebec City, Quebec, Canada"
Elias Theodorou,Sheldon Westcott,0,0,73,13,3,2,0,0,win,Elias Theodorou,Middleweight,KO/TKO Elbows,2,4:41,"Quebec City, Quebec, Canada"
Chad Laprise,Olivier Aubin-Mercier,0,0,71,45,0,2,0,0,win,Chad Laprise,Welterweight,S-DEC,3,5:00,"Quebec City, Quebec, Canada"
Dustin Poirier,Akira Corassani,1,0,45,24,0,0,1,0,win,Dustin Poirier,Featherweight,KO/TKO Punch,2,0:42,"Quebec City, Quebec, Canada"
KJ Noons,Sam Stout,1,0,7,5,0,0,0,0,win,KJ Noons,Welterweight,KO/TKO Punch,1,0:30,"Quebec City, Quebec, Canada"
Sarah Kaufman,Leslie Smith,0,0,202,79,1,0,0,0,win,Sarah Kaufman,Women's Bantamweight,U-DEC,3,5:00,"Quebec City, Quebec, Canada"
Ryan Jimmo,Sean O'Connell,1,0,20,15,1,0,0,0,win,Ryan Jimmo,Light Heavyweight,KO/TKO Punch,1,4:27,"Quebec City, Quebec, Canada"
George Roop,Dustin Kimura,0,0,53,7,2,3,0,0,win,George Roop,Bantamweight,U-DEC,3,5:00,"Quebec City, Quebec, Canada"
Mark Bocek,Mike de la Torre,0,0,70,57,3,1,0,0,win,Mark Bocek,Lightweight,S-DEC,3,5:00,"Quebec City, Quebec, Canada"
Nordine Taleb,Vik Grujic,0,0,48,4,4,0,0,0,win,Nordine Taleb,Middleweight,U-DEC,3,5:00,"Quebec City, Quebec, Canada"
Richard Walsh,Chris Indich,0,0,71,12,5,0,0,2,win,Richard Walsh,Welterweight,U-DEC,3,5:00,"Quebec City, Quebec, Canada"
Mitch Gagnon,Tim Gorman,0,0,47,15,2,0,5,0,win,Mitch Gagnon,Bantamweight,U-DEC,3,5:00,"Quebec City, Quebec, Canada"
Roy Nelson,Antonio Rodrigo Nogueira,2,0,19,12,0,0,0,0,win,Roy Nelson,Heavyweight,KO/TKO Punch,1,3:37,"Abu Dhabi, United Arab Emirates"
Clay Guida,Tatsuya Kawajiri,1,0,47,19,3,1,0,1,win,Clay Guida,Featherweight,U-DEC,3,5:00,"Abu Dhabi, United Arab Emirates"
Ryan LaFlare,John Howard,0,1,64,35,4,1,0,0,win,Ryan LaFlare,Welterweight,U-DEC,3,5:00,"Abu Dhabi, United Arab Emirates"
Ramsey Nijem,Beneil Dariush,2,0,34,9,1,0,1,0,win,Ramsey Nijem,Lightweight,KO/TKO Punches,1,4:20,"Abu Dhabi, United Arab Emirates"
Jared Rosholt,Daniel Omielanczuk,0,0,34,10,3,0,0,0,win,Jared Rosholt,Heavyweight,U-DEC,3,5:00,"Abu Dhabi, United Arab Emirates"
Thales Leites,Trevor Smith,1,0,5,3,0,0,0,0,win,Thales Leites,Middleweight,KO/TKO Punch,1,0:45,"Abu Dhabi, United Arab Emirates"
Jim Alers,Alan Omer,1,0,36,58,2,1,0,0,win,Jim Alers,Featherweight,S-DEC,3,5:00,"Abu Dhabi, United Arab Emirates"
Rani Yahya,Johnny Bedford,0,0,3,4,0,0,0,0,nc,-,Bantamweight,CNC,1,0:39,"Abu Dhabi, United Arab Emirates"
Dan Henderson,Mauricio Rua,1,2,23,48,0,1,0,0,win,Dan Henderson,Light Heavyweight,KO/TKO Punch,3,1:31,"Natal, Rio Grande do Norte, Brazil"
CB Dollaway,Cezar Ferreira,1,0,12,3,0,0,0,0,win,CB Dollaway,Middleweight,KO/TKO Punch,1,0:39,"Natal, Rio Grande do Norte, Brazil"
Leonardo Santos,Norman Parke,0,0,26,37,0,0,0,0,"draw


draw",Norman Parke,Lightweight,M-DEC,3,5:00,"Natal, Rio Grande do Norte, Brazil"
Fabio Maldonado,Gian Villante,0,0,132,33,0,3,0,0,win,Fabio Maldonado,Light Heavyweight,U-DEC,3,5:00,"Natal, Rio Grande do Norte, Brazil"
Michel Prazeres,Mairbek Taisumov,1,0,35,26,3,0,0,0,win,Michel Prazeres,Lightweight,U-DEC,3,5:00,"Natal, Rio Grande do Norte, Brazil"
Rony Jason,Steven Siler,1,0,3,11,0,0,0,0,win,Rony Jason,Featherweight,KO/TKO Punch,1,1:17,"Natal, Rio Grande do Norte, Brazil"
Thiago Santos,Ronny Markes,1,0,7,0,0,0,0,0,win,Thiago Santos,Middleweight,KO/TKO Kick,1,0:53,"Natal, Rio Grande do Norte, Brazil"
Jussier Formiga,Scott Jorgensen,0,0,9,6,1,0,1,0,win,Jussier Formiga,Flyweight,SUB Rear Naked Choke,1,3:07,"Natal, Rio Grande do Norte, Brazil"
Kenny Robertson,Thiago Perpetuo,0,0,9,0,1,1,1,0,win,Kenny Robertson,Welterweight,SUB Rear Naked Choke,1,1:45,"Natal, Rio Grande do Norte, Brazil"
Hans Stringer,Francimar Barroso,0,0,44,36,1,3,0,0,win,Hans Stringer,Light Heavyweight,S-DEC,3,5:00,"Natal, Rio Grande do Norte, Brazil"
Godofredo Pepey,Noad Lahat,1,0,5,11,0,0,0,0,win,Godofredo Pepey,Featherweight,KO/TKO Flying Knee,1,2:39,"Natal, Rio Grande do Norte, Brazil"
Johny Hendricks,Robbie Lawler,0,0,158,150,2,0,0,0,win,Johny Hendricks,Welterweight,U-DEC,5,5:00,"Dallas, Texas, USA"
Tyron Woodley,Carlos Condit,1,0,14,13,3,0,0,1,win,Tyron Woodley,Welterweight,KO/TKO,2,2:00,"Dallas, Texas, USA"
Myles Jury,Diego Sanchez,0,0,46,25,3,0,0,2,win,Myles Jury,Lightweight,U-DEC,3,5:00,"Dallas, Texas, USA"
Hector Lombard,Jake Shields,0,0,27,4,5,0,0,1,win,Hector Lombard,Welterweight,U-DEC,3,5:00,"Dallas, Texas, USA"
Ovince Saint Preux,Nikita Krylov,0,0,1,1,1,0,1,0,win,Ovince Saint Preux,Light Heavyweight,SUB Von Flue Choke,1,1:29,"Dallas, Texas, USA"
Kelvin Gastelum,Rick Story,0,1,59,45,1,0,0,0,win,Kelvin Gastelum,Welterweight,S-DEC,3,5:00,"Dallas, Texas, USA"
Jessica Andrade,Raquel Pennington,0,0,66,82,3,2,0,2,win,Jessica Andrade,Women's Bantamweight,S-DEC,3,5:00,"Dallas, Texas, USA"
Dennis Bermudez,Jimy Hettes,3,0,55,34,6,0,1,0,win,Dennis Bermudez,Featherweight,KO/TKO Knee,3,2:57,"Dallas, Texas, USA"
Alex Garcia,Sean Spencer,1,0,61,58,8,0,0,0,win,Alex Garcia,Welterweight,S-DEC,3,5:00,"Dallas, Texas, USA"
Francisco Trevino,Renee Forte,0,0,47,14,2,5,0,0,win,Francisco Trevino,Lightweight,U-DEC,3,5:00,"Dallas, Texas, USA"
Justin Scoggins,Will Campuzano,0,0,61,4,6,0,0,1,win,Justin Scoggins,Flyweight,U-DEC,3,5:00,"Dallas, Texas, USA"
Sean Strickland,Robert McDaniel,0,0,20,4,1,1,1,0,win,Sean Strickland,Middleweight,SUB Rear Naked Choke,1,4:33,"Dallas, Texas, USA"
Robert Whiteford,Daniel Pineda,0,0,26,24,5,1,0,3,win,Robert Whiteford,Featherweight,U-DEC,3,5:00,"Dallas, Texas, USA"
Alexander Gustafsson,Jimi Manuwa,1,0,21,13,1,0,0,0,win,Alexander Gustafsson,Light Heavyweight,KO/TKO Knee,2,1:18,"London, England, United Kingdom"
Michael Johnson,Melvin Guillard,0,0,48,22,1,0,0,0,win,Michael Johnson,Lightweight,U-DEC,3,5:00,"London, England, United Kingdom"
Brad Pickett,Neil Seery,0,0,49,47,4,0,1,0,win,Brad Pickett,Flyweight,U-DEC,3,5:00,"London, England, United Kingdom"
Gunnar Nelson,Omari Akhmedov,0,0,16,6,1,0,1,0,win,Gunnar Nelson,Welterweight,SUB Guillotine Choke,1,4:36,"London, England, United Kingdom"
Ilir Latifi,Cyrille Diabate,0,0,0,0,1,0,2,0,win,Ilir Latifi,Light Heavyweight,SUB Guillotine Choke,1,3:02,"London, England, United Kingdom"
Luke Barnatt,Mats Nilsson,0,0,45,25,0,0,0,0,win,Luke Barnatt,Middleweight,KO/TKO Kick,1,4:24,"London, England, United Kingdom"
Claudio Silva,Brad Scott,0,0,36,41,3,0,0,0,win,Claudio Silva,Middleweight,U-DEC,3,5:00,"London, England, United Kingdom"
Igor Araujo,Danny Mitchell,0,0,12,18,0,0,1,5,win,Igor Araujo,Welterweight,U-DEC,3,5:00,"London, England, United Kingdom"
Phil Harris,Louis Gaudinot,0,0,3,2,0,0,0,1,"nc


nc",Louis Gaudinot,Flyweight,Overturned,1,1:13,"London, England, United Kingdom"
Dong Hyun Kim,John Hathaway,2,0,27,27,1,1,0,0,win,Dong Hyun Kim,Welterweight,KO/TKO Spinning Back Elbow,3,1:02,"Macau, China"
Zhang Lipeng,Sai Wang,0,0,10,31,4,0,2,0,win,Zhang Lipeng,Welterweight,S-DEC,3,5:00,"Macau, China"
Matt Mitrione,Shawn Jordan,1,0,24,15,0,0,0,0,win,Matt Mitrione,Heavyweight,KO/TKO Punch,1,4:59,"Macau, China"
Hatsu Hioki,Ivan Menjivar,0,1,29,27,4,0,2,1,win,Hatsu Hioki,Featherweight,U-DEC,3,5:00,"Macau, China"
Yui Chul Nam,Kazuki Tokudome,3,0,77,31,1,3,0,0,win,Yui Chul Nam,Lightweight,S-DEC,3,5:00,"Macau, China"
Vaughan Lee,Nam Phan,0,0,142,24,0,0,0,0,win,Vaughan Lee,Bantamweight,U-DEC,3,5:00,"Macau, China"
Anying Wang,Albert Cheng,0,0,13,5,0,0,0,0,win,Anying Wang,Welterweight,KO/TKO,1,5:00,"Macau, China"
Mark Eddiva,Jumabieke Tuerxun,0,0,49,12,4,1,0,2,win,Mark Eddiva,Featherweight,U-DEC,3,5:00,"Macau, China"
Ronda Rousey,Sara McMann,1,0,14,13,0,0,0,0,win,Ronda Rousey,Women's Bantamweight,KO/TKO Knee,1,1:06,"Las Vegas, Nevada, USA"
Daniel Cormier,Patrick Cummins,1,0,18,8,0,0,0,0,win,Daniel Cormier,Light Heavyweight,KO/TKO Punch,1,1:19,"Las Vegas, Nevada, USA"
Rory MacDonald,Demian Maia,0,0,75,51,0,2,0,0,win,Rory MacDonald,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Mike Pyle,TJ Waldburger,0,0,56,38,4,0,1,1,win,Mike Pyle,Welterweight,KO/TKO Elbows,3,4:03,"Las Vegas, Nevada, USA"
Stephen Thompson,Robert Whittaker,1,0,38,19,0,0,0,0,win,Stephen Thompson,Welterweight,KO/TKO Punches,1,3:43,"Las Vegas, Nevada, USA"
Alexis Davis,Jessica Eye,0,0,53,47,2,0,0,0,win,Alexis Davis,Women's Bantamweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA"
Raphael Assuncao,Pedro Munhoz,0,0,100,33,3,0,0,1,win,Raphael Assuncao,Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Aljamain Sterling,Cody Gibson,0,0,46,18,3,4,3,1,win,Aljamain Sterling,Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Zach Makovsky,Josh Sampo,0,0,34,19,5,0,0,0,win,Zach Makovsky,Flyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Erik Koch,Rafaello Oliveira,1,0,19,1,0,0,0,0,win,Erik Koch,Lightweight,KO/TKO Punches,1,1:24,"Las Vegas, Nevada, USA"
Ernest Chavez,Yosdenis Cedeno,0,0,28,26,2,0,0,0,win,Ernest Chavez,Lightweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA"
Lyoto Machida,Gegard Mousasi,0,0,28,36,1,0,0,0,win,Lyoto Machida,Middleweight,U-DEC,5,5:00,"Jaragua do Sul, Santa Catarina, Brazil"
Jacare Souza,Francis Carmont,0,0,16,19,2,0,3,0,win,Jacare Souza,Middleweight,U-DEC,3,5:00,"Jaragua do Sul, Santa Catarina, Brazil"
Erick Silva,Takenori Sato,0,0,18,0,0,0,0,0,win,Erick Silva,Welterweight,KO/TKO Punches,1,0:52,"Jaragua do Sul, Santa Catarina, Brazil"
Nicholas Musoke,Viscardi Andrade,0,1,45,24,2,1,0,0,win,Nicholas Musoke,Welterweight,U-DEC,3,5:00,"Jaragua do Sul, Santa Catarina, Brazil"
Charles Oliveira,Andy Ogle,0,0,23,21,3,1,2,0,win,Charles Oliveira,Featherweight,SUB Triangle Choke,3,2:40,"Jaragua do Sul, Santa Catarina, Brazil"
Joe Proctor,Cristiano Marcello,0,0,67,26,0,1,1,1,win,Joe Proctor,Lightweight,U-DEC,3,5:00,"Jaragua do Sul, Santa Catarina, Brazil"
Rodrigo Damm,Ivan Jorge,0,0,68,63,1,0,1,1,win,Rodrigo Damm,Lightweight,U-DEC,3,5:00,"Jaragua do Sul, Santa Catarina, Brazil"
Francisco Trinaldo,Jesse Ronson,0,0,55,53,1,0,0,0,win,Francisco Trinaldo,Lightweight,S-DEC,3,5:00,"Jaragua do Sul, Santa Catarina, Brazil"
Iuri Alcantara,Wilson Reis,1,0,42,23,2,3,0,0,win,Iuri Alcantara,Bantamweight,S-DEC,3,5:00,"Jaragua do Sul, Santa Catarina, Brazil"
Felipe Arantes,Maximo Blanco,1,0,39,44,1,3,1,0,win,Felipe Arantes,Featherweight,U-DEC,3,5:00,"Jaragua do Sul, Santa Catarina, Brazil"
Ildemar Alcantara,Albert Tumenov,0,0,50,32,4,1,0,0,win,Ildemar Alcantara,Welterweight,S-DEC,3,5:00,"Jaragua do Sul, Santa Catarina, Brazil"
Zubaira Tukhugov,Douglas Silva de Andrade,0,0,35,27,3,0,0,0,win,Zubaira Tukhugov,Featherweight,U-DEC,3,5:00,"Jaragua do Sul, Santa Catarina, Brazil"
Renan Barao,Urijah Faber,1,0,17,8,0,0,0,0,win,Renan Barao,Bantamweight,KO/TKO Punch,1,3:42,"Newark, New Jersey, USA"
Jose Aldo,Ricardo Lamas,0,0,62,41,2,1,2,0,win,Jose Aldo,Featherweight,U-DEC,5,5:00,"Newark, New Jersey, USA"
Alistair Overeem,Frank Mir,1,0,62,3,0,1,0,1,win,Alistair Overeem,Heavyweight,U-DEC,3,5:00,"Newark, New Jersey, USA"
Ali Bagautinov,John Lineker,0,0,49,27,6,0,1,2,win,Ali Bagautinov,Flyweight,U-DEC,3,5:00,"Newark, New Jersey, USA"
Abel Trujillo,Jamie Varner,1,0,18,36,0,0,0,1,win,Abel Trujillo,Lightweight,KO/TKO Punch,2,2:32,"Newark, New Jersey, USA"
Alan Patrick,John Makdessi,0,0,40,61,2,0,0,0,win,Alan Patrick,Lightweight,U-DEC,3,5:00,"Newark, New Jersey, USA"
